Path,Problem,Format,Dataset,Best known solution value,Best known bound
./multipleknapsack/kataoka2014/SMALL/probT1_0U_R50_T002_M020_N0060_seed08.txt,multipleknapsack,dellamico2018,kataoka2014,,
./multipleknapsack/kataoka2014/SMALL/probT1_0U_R50_T002_M020_N0060_seed09.txt,multipleknapsack,dellamico2018,kataoka2014,,
./multipleknapsack/kataoka2014/SMALL/probT1_0U_R50_T002_M020_N0060_seed10.txt,multipleknapsack,dellamico2018,kataoka2014,,
./multipleknapsack/kataoka2014/SMALL/probT1_1W_R50_T002_M010_N0020_seed01.txt,multipleknapsack,dellamico2018,kataoka2014,,
./multipleknapsack/kataoka2014/SMALL/probT1_1W_R50_T002_M010_N0020_seed02.txt,multipleknapsack,dellamico2018,kataoka2014,,
./multipleknapsack/kataoka2014/SMALL/probT1_1W_R50_T002_M010_N0020_seed03.txt,multipleknapsack,dellamico2018,kataoka2014,,
./multipleknapsack/kataoka2014/SMALL/probT1_1W_R50_T002_M010_N0020_seed04.txt,multipleknapsack,dellamico2018,kataoka2014,,
./multipleknapsack/kataoka2014/SMALL/probT1_1W_R50_T002_M010_N0020_seed05.txt,multipleknapsack,dellamico2018,kataoka2014,,
./multipleknapsack/kataoka2014/SMALL/probT1_1W_R50_T002_M010_N0020_seed06.txt,multipleknapsack,dellamico2018,kataoka2014,,
./multipleknapsack/kataoka2014/SMALL/probT1_1W_R50_T002_M010_N0020_seed07.txt,multipleknapsack,dellamico2018,kataoka2014,,
./multipleknapsack/kataoka2014/SMALL/probT1_1W_R50_T002_M010_N0020_seed08.txt,multipleknapsack,dellamico2018,kataoka2014,,
./multipleknapsack/kataoka2014/SMALL/probT1_1W_R50_T002_M010_N0020_seed09.txt,multipleknapsack,dellamico2018,kataoka2014,,
./multipleknapsack/kataoka2014/SMALL/probT1_1W_R50_T002_M010_N0020_seed10.txt,multipleknapsack,dellamico2018,kataoka2014,,
./multipleknapsack/kataoka2014/SMALL/probT1_1W_R50_T002_M010_N0040_seed01.txt,multipleknapsack,dellamico2018,kataoka2014,,
./multipleknapsack/kataoka2014/SMALL/probT1_1W_R50_T002_M010_N0040_seed02.txt,multipleknapsack,dellamico2018,kataoka2014,,
./multipleknapsack/kataoka2014/SMALL/probT1_1W_R50_T002_M010_N0040_seed03.txt,multipleknapsack,dellamico2018,kataoka2014,,
./multipleknapsack/kataoka2014/SMALL/probT1_1W_R50_T002_M010_N0040_seed04.txt,multipleknapsack,dellamico2018,kataoka2014,,
./multipleknapsack/kataoka2014/SMALL/probT1_1W_R50_T002_M010_N0040_seed05.txt,multipleknapsack,dellamico2018,kataoka2014,,
./multipleknapsack/kataoka2014/SMALL/probT1_1W_R50_T002_M010_N0040_seed06.txt,multipleknapsack,dellamico2018,kataoka2014,,
./multipleknapsack/kataoka2014/SMALL/probT1_1W_R50_T002_M010_N0040_seed07.txt,multipleknapsack,dellamico2018,kataoka2014,,
./multipleknapsack/kataoka2014/SMALL/probT1_1W_R50_T002_M010_N0040_seed08.txt,multipleknapsack,dellamico2018,kataoka2014,,
./multipleknapsack/kataoka2014/SMALL/probT1_1W_R50_T002_M010_N0040_seed09.txt,multipleknapsack,dellamico2018,kataoka2014,,
./multipleknapsack/kataoka2014/SMALL/probT1_1W_R50_T002_M010_N0040_seed10.txt,multipleknapsack,dellamico2018,kataoka2014,,
./multipleknapsack/kataoka2014/SMALL/probT1_1W_R50_T002_M010_N0060_seed01.txt,multipleknapsack,dellamico2018,kataoka2014,,
./multipleknapsack/kataoka2014/SMALL/probT1_1W_R50_T002_M010_N0060_seed02.txt,multipleknapsack,dellamico2018,kataoka2014,,
./multipleknapsack/kataoka2014/SMALL/probT1_1W_R50_T002_M010_N0060_seed03.txt,multipleknapsack,dellamico2018,kataoka2014,,
./multipleknapsack/kataoka2014/SMALL/probT1_1W_R50_T002_M010_N0060_seed04.txt,multipleknapsack,dellamico2018,kataoka2014,,
./multipleknapsack/kataoka2014/SMALL/probT1_1W_R50_T002_M010_N0060_seed05.txt,multipleknapsack,dellamico2018,kataoka2014,,
./multipleknapsack/kataoka2014/SMALL/probT1_1W_R50_T002_M010_N0060_seed06.txt,multipleknapsack,dellamico2018,kataoka2014,,
./multipleknapsack/kataoka2014/SMALL/probT1_1W_R50_T002_M010_N0060_seed07.txt,multipleknapsack,dellamico2018,kataoka2014,,
./multipleknapsack/kataoka2014/SMALL/probT1_1W_R50_T002_M010_N0060_seed08.txt,multipleknapsack,dellamico2018,kataoka2014,,
./multipleknapsack/kataoka2014/SMALL/probT1_1W_R50_T002_M010_N0060_seed09.txt,multipleknapsack,dellamico2018,kataoka2014,,
./multipleknapsack/kataoka2014/SMALL/probT1_1W_R50_T002_M010_N0060_seed10.txt,multipleknapsack,dellamico2018,kataoka2014,,
./multipleknapsack/kataoka2014/SMALL/probT1_1W_R50_T002_M020_N0020_seed01.txt,multipleknapsack,dellamico2018,kataoka2014,,
./multipleknapsack/kataoka2014/SMALL/probT1_1W_R50_T002_M020_N0020_seed02.txt,multipleknapsack,dellamico2018,kataoka2014,,
./multipleknapsack/kataoka2014/SMALL/probT1_1W_R50_T002_M020_N0020_seed03.txt,multipleknapsack,dellamico2018,kataoka2014,,
./multipleknapsack/kataoka2014/SMALL/probT1_1W_R50_T002_M020_N0020_seed04.txt,multipleknapsack,dellamico2018,kataoka2014,,
./multipleknapsack/kataoka2014/SMALL/probT1_1W_R50_T002_M020_N0020_seed05.txt,multipleknapsack,dellamico2018,kataoka2014,,
./multipleknapsack/kataoka2014/SMALL/probT1_1W_R50_T002_M020_N0020_seed06.txt,multipleknapsack,dellamico2018,kataoka2014,,
./multipleknapsack/kataoka2014/SMALL/probT1_1W_R50_T002_M020_N0020_seed07.txt,multipleknapsack,dellamico2018,kataoka2014,,
./multipleknapsack/kataoka2014/SMALL/probT1_1W_R50_T002_M020_N0020_seed08.txt,multipleknapsack,dellamico2018,kataoka2014,,
./multipleknapsack/kataoka2014/SMALL/probT1_1W_R50_T002_M020_N0020_seed09.txt,multipleknapsack,dellamico2018,kataoka2014,,
./multipleknapsack/kataoka2014/SMALL/probT1_1W_R50_T002_M020_N0020_seed10.txt,multipleknapsack,dellamico2018,kataoka2014,,
./multipleknapsack/kataoka2014/SMALL/probT1_1W_R50_T002_M020_N0040_seed01.txt,multipleknapsack,dellamico2018,kataoka2014,,
./multipleknapsack/kataoka2014/SMALL/probT1_1W_R50_T002_M020_N0040_seed02.txt,multipleknapsack,dellamico2018,kataoka2014,,
./multipleknapsack/kataoka2014/SMALL/probT1_1W_R50_T002_M020_N0040_seed03.txt,multipleknapsack,dellamico2018,kataoka2014,,
./multipleknapsack/kataoka2014/SMALL/probT1_1W_R50_T002_M020_N0040_seed04.txt,multipleknapsack,dellamico2018,kataoka2014,,
./multipleknapsack/kataoka2014/SMALL/probT1_1W_R50_T002_M020_N0040_seed05.txt,multipleknapsack,dellamico2018,kataoka2014,,
./multipleknapsack/kataoka2014/SMALL/probT1_1W_R50_T002_M020_N0040_seed06.txt,multipleknapsack,dellamico2018,kataoka2014,,
./multipleknapsack/kataoka2014/SMALL/probT1_1W_R50_T002_M020_N0040_seed07.txt,multipleknapsack,dellamico2018,kataoka2014,,
./multipleknapsack/kataoka2014/SMALL/probT1_1W_R50_T002_M020_N0040_seed08.txt,multipleknapsack,dellamico2018,kataoka2014,,
./multipleknapsack/kataoka2014/SMALL/probT1_1W_R50_T002_M020_N0040_seed09.txt,multipleknapsack,dellamico2018,kataoka2014,,
./multipleknapsack/kataoka2014/SMALL/probT1_1W_R50_T002_M020_N0040_seed10.txt,multipleknapsack,dellamico2018,kataoka2014,,
./multipleknapsack/kataoka2014/SMALL/probT1_1W_R50_T002_M020_N0060_seed01.txt,multipleknapsack,dellamico2018,kataoka2014,,
./multipleknapsack/kataoka2014/SMALL/probT1_1W_R50_T002_M020_N0060_seed02.txt,multipleknapsack,dellamico2018,kataoka2014,,
./multipleknapsack/kataoka2014/SMALL/probT1_1W_R50_T002_M020_N0060_seed03.txt,multipleknapsack,dellamico2018,kataoka2014,,
./multipleknapsack/kataoka2014/SMALL/probT1_1W_R50_T002_M020_N0060_seed04.txt,multipleknapsack,dellamico2018,kataoka2014,,
./multipleknapsack/kataoka2014/SMALL/probT1_1W_R50_T002_M020_N0060_seed05.txt,multipleknapsack,dellamico2018,kataoka2014,,
./multipleknapsack/kataoka2014/SMALL/probT1_1W_R50_T002_M020_N0060_seed06.txt,multipleknapsack,dellamico2018,kataoka2014,,
./multipleknapsack/kataoka2014/SMALL/probT1_1W_R50_T002_M020_N0060_seed07.txt,multipleknapsack,dellamico2018,kataoka2014,,
./multipleknapsack/kataoka2014/SMALL/probT1_1W_R50_T002_M020_N0060_seed08.txt,multipleknapsack,dellamico2018,kataoka2014,,
./multipleknapsack/kataoka2014/SMALL/probT1_1W_R50_T002_M020_N0060_seed09.txt,multipleknapsack,dellamico2018,kataoka2014,,
./multipleknapsack/kataoka2014/SMALL/probT1_1W_R50_T002_M020_N0060_seed10.txt,multipleknapsack,dellamico2018,kataoka2014,,
./multipleknapsack/kataoka2014/SMALL/probT1_2S_R50_T002_M010_N0020_seed01.txt,multipleknapsack,dellamico2018,kataoka2014,,
./multipleknapsack/kataoka2014/SMALL/probT1_2S_R50_T002_M010_N0020_seed02.txt,multipleknapsack,dellamico2018,kataoka2014,,
./multipleknapsack/kataoka2014/SMALL/probT1_2S_R50_T002_M010_N0020_seed03.txt,multipleknapsack,dellamico2018,kataoka2014,,
./multipleknapsack/kataoka2014/SMALL/probT1_2S_R50_T002_M010_N0020_seed04.txt,multipleknapsack,dellamico2018,kataoka2014,,
./multipleknapsack/kataoka2014/SMALL/probT1_2S_R50_T002_M010_N0020_seed05.txt,multipleknapsack,dellamico2018,kataoka2014,,
./multipleknapsack/kataoka2014/SMALL/probT1_2S_R50_T002_M010_N0020_seed06.txt,multipleknapsack,dellamico2018,kataoka2014,,
./multipleknapsack/kataoka2014/SMALL/probT1_2S_R50_T002_M010_N0020_seed07.txt,multipleknapsack,dellamico2018,kataoka2014,,
./multipleknapsack/kataoka2014/SMALL/probT1_2S_R50_T002_M010_N0020_seed08.txt,multipleknapsack,dellamico2018,kataoka2014,,
./multipleknapsack/kataoka2014/SMALL/probT1_2S_R50_T002_M010_N0020_seed09.txt,multipleknapsack,dellamico2018,kataoka2014,,
./multipleknapsack/kataoka2014/SMALL/probT1_2S_R50_T002_M010_N0020_seed10.txt,multipleknapsack,dellamico2018,kataoka2014,,
./multipleknapsack/kataoka2014/SMALL/probT1_2S_R50_T002_M010_N0040_seed01.txt,multipleknapsack,dellamico2018,kataoka2014,,
./multipleknapsack/kataoka2014/SMALL/probT1_2S_R50_T002_M010_N0040_seed02.txt,multipleknapsack,dellamico2018,kataoka2014,,
./multipleknapsack/kataoka2014/SMALL/probT1_2S_R50_T002_M010_N0040_seed03.txt,multipleknapsack,dellamico2018,kataoka2014,,
./multipleknapsack/kataoka2014/SMALL/probT1_2S_R50_T002_M010_N0040_seed04.txt,multipleknapsack,dellamico2018,kataoka2014,,
./multipleknapsack/kataoka2014/SMALL/probT1_2S_R50_T002_M010_N0040_seed05.txt,multipleknapsack,dellamico2018,kataoka2014,,
./multipleknapsack/kataoka2014/SMALL/probT1_2S_R50_T002_M010_N0040_seed06.txt,multipleknapsack,dellamico2018,kataoka2014,,
./multipleknapsack/kataoka2014/SMALL/probT1_2S_R50_T002_M010_N0040_seed07.txt,multipleknapsack,dellamico2018,kataoka2014,,
./multipleknapsack/kataoka2014/SMALL/probT1_2S_R50_T002_M010_N0040_seed08.txt,multipleknapsack,dellamico2018,kataoka2014,,
./multipleknapsack/kataoka2014/SMALL/probT1_2S_R50_T002_M010_N0040_seed09.txt,multipleknapsack,dellamico2018,kataoka2014,,
./multipleknapsack/kataoka2014/SMALL/probT1_2S_R50_T002_M010_N0040_seed10.txt,multipleknapsack,dellamico2018,kataoka2014,,
./multipleknapsack/kataoka2014/SMALL/probT1_2S_R50_T002_M010_N0060_seed01.txt,multipleknapsack,dellamico2018,kataoka2014,,
./multipleknapsack/kataoka2014/SMALL/probT1_2S_R50_T002_M010_N0060_seed02.txt,multipleknapsack,dellamico2018,kataoka2014,,
./multipleknapsack/kataoka2014/SMALL/probT1_2S_R50_T002_M010_N0060_seed03.txt,multipleknapsack,dellamico2018,kataoka2014,,
./multipleknapsack/kataoka2014/SMALL/probT1_2S_R50_T002_M010_N0060_seed04.txt,multipleknapsack,dellamico2018,kataoka2014,,
./multipleknapsack/kataoka2014/SMALL/probT1_2S_R50_T002_M010_N0060_seed05.txt,multipleknapsack,dellamico2018,kataoka2014,,
./multipleknapsack/kataoka2014/SMALL/probT1_2S_R50_T002_M010_N0060_seed06.txt,multipleknapsack,dellamico2018,kataoka2014,,
./multipleknapsack/kataoka2014/SMALL/probT1_2S_R50_T002_M010_N0060_seed07.txt,multipleknapsack,dellamico2018,kataoka2014,,
./multipleknapsack/kataoka2014/SMALL/probT1_2S_R50_T002_M010_N0060_seed08.txt,multipleknapsack,dellamico2018,kataoka2014,,
./multipleknapsack/kataoka2014/SMALL/probT1_2S_R50_T002_M010_N0060_seed09.txt,multipleknapsack,dellamico2018,kataoka2014,,
./multipleknapsack/kataoka2014/SMALL/probT1_2S_R50_T002_M010_N0060_seed10.txt,multipleknapsack,dellamico2018,kataoka2014,,
./multipleknapsack/kataoka2014/SMALL/probT1_2S_R50_T002_M020_N0020_seed01.txt,multipleknapsack,dellamico2018,kataoka2014,,
./multipleknapsack/kataoka2014/SMALL/probT1_2S_R50_T002_M020_N0020_seed02.txt,multipleknapsack,dellamico2018,kataoka2014,,
./multipleknapsack/kataoka2014/SMALL/probT1_2S_R50_T002_M020_N0020_seed03.txt,multipleknapsack,dellamico2018,kataoka2014,,
./multipleknapsack/kataoka2014/SMALL/probT1_2S_R50_T002_M020_N0020_seed04.txt,multipleknapsack,dellamico2018,kataoka2014,,
./multipleknapsack/kataoka2014/SMALL/probT1_2S_R50_T002_M020_N0020_seed05.txt,multipleknapsack,dellamico2018,kataoka2014,,
./multipleknapsack/kataoka2014/SMALL/probT1_2S_R50_T002_M020_N0020_seed06.txt,multipleknapsack,dellamico2018,kataoka2014,,
./multipleknapsack/kataoka2014/SMALL/probT1_2S_R50_T002_M020_N0020_seed07.txt,multipleknapsack,dellamico2018,kataoka2014,,
./multipleknapsack/kataoka2014/SMALL/probT1_2S_R50_T002_M020_N0020_seed08.txt,multipleknapsack,dellamico2018,kataoka2014,,
./multipleknapsack/kataoka2014/SMALL/probT1_2S_R50_T002_M020_N0020_seed09.txt,multipleknapsack,dellamico2018,kataoka2014,,
./multipleknapsack/kataoka2014/SMALL/probT1_2S_R50_T002_M020_N0020_seed10.txt,multipleknapsack,dellamico2018,kataoka2014,,
./multipleknapsack/kataoka2014/SMALL/probT1_2S_R50_T002_M020_N0040_seed01.txt,multipleknapsack,dellamico2018,kataoka2014,,
./multipleknapsack/kataoka2014/SMALL/probT1_2S_R50_T002_M020_N0040_seed02.txt,multipleknapsack,dellamico2018,kataoka2014,,
./multipleknapsack/kataoka2014/SMALL/probT1_2S_R50_T002_M020_N0040_seed03.txt,multipleknapsack,dellamico2018,kataoka2014,,
./multipleknapsack/kataoka2014/SMALL/probT1_2S_R50_T002_M020_N0040_seed04.txt,multipleknapsack,dellamico2018,kataoka2014,,
./multipleknapsack/kataoka2014/SMALL/probT1_2S_R50_T002_M020_N0040_seed05.txt,multipleknapsack,dellamico2018,kataoka2014,,
./multipleknapsack/kataoka2014/SMALL/probT1_2S_R50_T002_M020_N0040_seed06.txt,multipleknapsack,dellamico2018,kataoka2014,,
./multipleknapsack/kataoka2014/SMALL/probT1_2S_R50_T002_M020_N0040_seed07.txt,multipleknapsack,dellamico2018,kataoka2014,,
./multipleknapsack/kataoka2014/SMALL/probT1_2S_R50_T002_M020_N0040_seed08.txt,multipleknapsack,dellamico2018,kataoka2014,,
./multipleknapsack/kataoka2014/SMALL/probT1_2S_R50_T002_M020_N0040_seed09.txt,multipleknapsack,dellamico2018,kataoka2014,,
./multipleknapsack/kataoka2014/SMALL/probT1_2S_R50_T002_M020_N0040_seed10.txt,multipleknapsack,dellamico2018,kataoka2014,,
./multipleknapsack/kataoka2014/SMALL/probT1_2S_R50_T002_M020_N0060_seed01.txt,multipleknapsack,dellamico2018,kataoka2014,,
./multipleknapsack/kataoka2014/SMALL/probT1_2S_R50_T002_M020_N0060_seed02.txt,multipleknapsack,dellamico2018,kataoka2014,,
./multipleknapsack/kataoka2014/SMALL/probT1_2S_R50_T002_M020_N0060_seed03.txt,multipleknapsack,dellamico2018,kataoka2014,,
./multipleknapsack/kataoka2014/SMALL/probT1_2S_R50_T002_M020_N0060_seed04.txt,multipleknapsack,dellamico2018,kataoka2014,,
./multipleknapsack/kataoka2014/SMALL/probT1_2S_R50_T002_M020_N0060_seed05.txt,multipleknapsack,dellamico2018,kataoka2014,,
./multipleknapsack/kataoka2014/SMALL/probT1_2S_R50_T002_M020_N0060_seed06.txt,multipleknapsack,dellamico2018,kataoka2014,,
./multipleknapsack/kataoka2014/SMALL/probT1_2S_R50_T002_M020_N0060_seed07.txt,multipleknapsack,dellamico2018,kataoka2014,,
./multipleknapsack/kataoka2014/SMALL/probT1_2S_R50_T002_M020_N0060_seed08.txt,multipleknapsack,dellamico2018,kataoka2014,,
./multipleknapsack/kataoka2014/SMALL/probT1_2S_R50_T002_M020_N0060_seed09.txt,multipleknapsack,dellamico2018,kataoka2014,,
./multipleknapsack/kataoka2014/SMALL/probT1_2S_R50_T002_M020_N0060_seed10.txt,multipleknapsack,dellamico2018,kataoka2014,,
./multipleknapsack/fukunaga2011/FK_1/random10_60_1_1000_1_1.txt,multipleknapsack,dellamico2018,Fukunaga2011_1,,
./multipleknapsack/fukunaga2011/FK_1/random10_60_1_1000_1_2.txt,multipleknapsack,dellamico2018,Fukunaga2011_1,,
./multipleknapsack/fukunaga2011/FK_1/random10_60_1_1000_1_3.txt,multipleknapsack,dellamico2018,Fukunaga2011_1,,
./multipleknapsack/fukunaga2011/FK_1/random10_60_1_1000_1_4.txt,multipleknapsack,dellamico2018,Fukunaga2011_1,,
./multipleknapsack/fukunaga2011/FK_1/random10_60_1_1000_1_5.txt,multipleknapsack,dellamico2018,Fukunaga2011_1,,
./multipleknapsack/fukunaga2011/FK_1/random10_60_1_1000_1_6.txt,multipleknapsack,dellamico2018,Fukunaga2011_1,,
./multipleknapsack/fukunaga2011/FK_1/random10_60_1_1000_1_7.txt,multipleknapsack,dellamico2018,Fukunaga2011_1,,
./multipleknapsack/fukunaga2011/FK_1/random10_60_1_1000_1_8.txt,multipleknapsack,dellamico2018,Fukunaga2011_1,,
./multipleknapsack/fukunaga2011/FK_1/random10_60_1_1000_1_9.txt,multipleknapsack,dellamico2018,Fukunaga2011_1,,
./multipleknapsack/fukunaga2011/FK_1/random10_60_1_1000_1_10.txt,multipleknapsack,dellamico2018,Fukunaga2011_1,,
./multipleknapsack/fukunaga2011/FK_1/random10_60_1_1000_1_11.txt,multipleknapsack,dellamico2018,Fukunaga2011_1,,
./multipleknapsack/fukunaga2011/FK_1/random10_60_1_1000_1_12.txt,multipleknapsack,dellamico2018,Fukunaga2011_1,,
./multipleknapsack/fukunaga2011/FK_1/random10_60_1_1000_1_13.txt,multipleknapsack,dellamico2018,Fukunaga2011_1,,
./multipleknapsack/fukunaga2011/FK_1/random10_60_1_1000_1_14.txt,multipleknapsack,dellamico2018,Fukunaga2011_1,,
